UF;Microrregião;Variável;Quartel;Ano;Nível;Território;Produto;Nomes de medida;Valores de medida
AC;Rio Branco;Quantidade Produzida;Q1;2013;BRASIL;BRASIL;Soja;Média de Produtividade (Área Colhida);2,701754386
AC;Rio Branco;Quantidade Produzida;Q1;2013;BRASIL;BRASIL;Soja;Área Colhida;57
AC;Rio Branco;Quantidade Produzida;Q1;2013;BRASIL;BRASIL;Soja;Área Plantada;60
AC;Rio Branco;Quantidade Produzida;Q1;2013;BRASIL;BRASIL;Soja;Qtde Produzida;154
AM;Purus;Quantidade Produzida;Q1;2013;BRASIL;BRASIL;Soja;Média de Produtividade (Área Colhida);3
AM;Purus;Quantidade Produzida;Q1;2013;BRASIL;BRASIL;Soja;Área Colhida;20
AM;Purus;Quantidade Produzida;Q1;2013;BRASIL;BRASIL;Soja;Área Plantada;20
AM;Purus;Quantidade Produzida;Q1;2013;BRASIL;BRASIL;Soja;Qtde Produzida;60
AP;Amapá;Quantidade Produzida;Q1;2013;BRASIL;BRASIL;Soja;Média de Produtividade (Área Colhida);2,447058824
AP;Amapá;Quantidade Produzida;Q1;2013;BRASIL;BRASIL;Soja;Área Colhida;170
AP;Amapá;Quantidade Produzida;Q1;2013;BRASIL;BRASIL;Soja;Área Plantada;170
AP;Amapá;Quantidade Produzida;Q1;2013;BRASIL;BRASIL;Soja;Qtde Produzida;416
AP;Macapá;Quantidade Produzida;Q1;2013;BRASIL;BRASIL;Soja;Média de Produtividade (Área Colhida);2,865993575
AP;Macapá;Quantidade Produzida;Q1;2013;BRASIL;BRASIL;Soja;Área Colhida;4358
AP;Macapá;Quantidade Produzida;Q1;2013;BRASIL;BRASIL;Soja;Área Plantada;4380
AP;Macapá;Quantidade Produzida;Q1;2013;BRASIL;BRASIL;Soja;Qtde Produzida;12490
BA;Barreiras;Quantidade Produzida;Q4;2013;BRASIL;BRASIL;Soja;Média de Produtividade (Área Colhida);2,300429935
BA;Barreiras;Quantidade Produzida;Q4;2013;BRASIL;BRASIL;Soja;Área Colhida;995733
