UF;Microrregião;Variável;Quartel;Ano;Nível;Território;Produto;Nomes de medida;Valores de medida
AC;Rio Branco;Quantidade Produzida;Q1;2011;BRASIL;BRASIL;Soja;Média de Produtividade (Área Colhida);3,317647059
AC;Rio Branco;Quantidade Produzida;Q1;2011;BRASIL;BRASIL;Soja;Área Colhida;85
AC;Rio Branco;Quantidade Produzida;Q1;2011;BRASIL;BRASIL;Soja;Área Plantada;85
AC;Rio Branco;Quantidade Produzida;Q1;2011;BRASIL;BRASIL;Soja;Qtde Produzida;282
AM;Madeira;Quantidade Produzida;Q1;2011;BRASIL;BRASIL;Soja;Média de Produtividade (Área Colhida);3
AM;Madeira;Quantidade Produzida;Q1;2011;BRASIL;BRASIL;Soja;Área Colhida;180
AM;Madeira;Quantidade Produzida;Q1;2011;BRASIL;BRASIL;Soja;Área Plantada;180
AM;Madeira;Quantidade Produzida;Q1;2011;BRASIL;BRASIL;Soja;Qtde Produzida;540
BA;Barreiras;Quantidade Produzida;Q4;2011;BRASIL;BRASIL;Soja;Média de Produtividade (Área Colhida);3,36
BA;Barreiras;Quantidade Produzida;Q4;2011;BRASIL;BRASIL;Soja;Área Colhida;863000
BA;Barreiras;Quantidade Produzida;Q4;2011;BRASIL;BRASIL;Soja;Área Plantada;863000
BA;Barreiras;Quantidade Produzida;Q4;2011;BRASIL;BRASIL;Soja;Qtde Produzida;2899680
BA;Bom Jesus da Lapa;Quantidade Produzida;Q1;2011;BRASIL;BRASIL;Soja;Média de Produtividade (Área Colhida);3,9
BA;Bom Jesus da Lapa;Quantidade Produzida;Q1;2011;BRASIL;BRASIL;Soja;Área Colhida;2040
BA;Bom Jesus da Lapa;Quantidade Produzida;Q1;2011;BRASIL;BRASIL;Soja;Área Plantada;2040
BA;Bom Jesus da Lapa;Quantidade Produzida;Q1;2011;BRASIL;BRASIL;Soja;Qtde Produzida;7956
BA;Santa Maria da Vitória;Quantidade Produzida;Q2;2011;BRASIL;BRASIL;Soja;Média de Produtividade (Área Colhida);3,357003330
BA;Santa Maria da Vitória;Quantidade Produzida;Q2;2011;BRASIL;BRASIL;Soja;Área Colhida;180200
BA;Santa Maria da Vitória;Quantidade Produzida;Q2;2011;BRASIL;BRASIL;Soja;Área Plantada;180200
BA;Santa Maria da Vitória;Quantidade Produzida;Q2;2011;BRASIL;BRASIL;Soja;Qtde Produzida;604932
GO+DF;Anápolis;Quantidade Produzida;Q1;2011;BRASIL;BRASIL;Soja;Média de Produtividade (Área Colhida);2,825892857
GO+DF;Anápolis;Quantidade Produzida;Q1;2011;BRASIL;BRASIL;Soja;Área Colhida;21280
GO+DF;Anápolis;Quantidade Produzida;Q1;2011;BRASIL;BRASIL;Soja;Área Plantada;21280
GO+DF;Anápolis;Quantidade Produzida;Q1;2011;BRASIL;BRASIL;Soja;Qtde Produzida;60135
GO+DF;Anicuns;Quantidade Produzida;Q1;2011;BRASIL;BRASIL;Soja;Média de Produtividade (Área Colhida);3,011125828
GO+DF;Anicuns;Quantidade Produzida;Q1;2011;BRASIL;BRASIL;Soja;Área Colhida;3775
GO+DF;Anicuns;Quantidade Produzida;Q1;2011;BRASIL;BRASIL;Soja;Área Plantada;3775
GO+DF;Anicuns;Quantidade Produzida;Q1;2011;BRASIL;BRASIL;Soja;Qtde Produzida;11367
GO+DF;Aragarças;Quantidade Produzida;Q1;2011;BRASIL;BRASIL;Soja;Média de Produtividade (Área Colhida);2,963374423
GO+DF;Aragarças;Quantidade Produzida;Q1;2011;BRASIL;BRASIL;Soja;Área Colhida;19713
GO+DF;Aragarças;Quantidade Produzida;Q1;2011;BRASIL;BRASIL;Soja;Área Plantada;19713
GO+DF;Aragarças;Quantidade Produzida;Q1;2011;BRASIL;BRASIL;Soja;Qtde Produzida;58417
GO+DF;Brasília;Quantidade Produzida;Q1;2011;BRASIL;BRASIL;Soja;Média de Produtividade (Área Colhida);3,355215663
GO+DF;Brasília;Quantidade Produzida;Q1;2011;BRASIL;BRASIL;Soja;Área Colhida;54854
