UF;Microrregião;Variável;Quartel;Ano;Nível;Território;Produto;Nomes de medida;Valores de medida
AC;Rio Branco;Quantidade Produzida;Q1;2006;BRASIL;BRASIL;Soja;Média de Produtividade (Área Colhida);1,2
AC;Rio Branco;Quantidade Produzida;Q1;2006;BRASIL;BRASIL;Soja;Área Colhida;20
AC;Rio Branco;Quantidade Produzida;Q1;2006;BRASIL;BRASIL;Soja;Área Plantada;20
AC;Rio Branco;Quantidade Produzida;Q1;2006;BRASIL;BRASIL;Soja;Qtde Produzida;24
AL;Arapiraca;Quantidade Produzida;Q1;2006;BRASIL;BRASIL;Soja;Média de Produtividade (Área Colhida);2,2
AL;Arapiraca;Quantidade Produzida;Q1;2006;BRASIL;BRASIL;Soja;Área Colhida;120
AL;Arapiraca;Quantidade Produzida;Q1;2006;BRASIL;BRASIL;Soja;Área Plantada;120
AL;Arapiraca;Quantidade Produzida;Q1;2006;BRASIL;BRASIL;Soja;Qtde Produzida;264
AM;Itacoatiara;Quantidade Produzida;Q1;2006;BRASIL;BRASIL;Soja;Média de Produtividade (Área Colhida);1,496031746
AM;Itacoatiara;Quantidade Produzida;Q1;2006;BRASIL;BRASIL;Soja;Área Colhida;252
AM;Itacoatiara;Quantidade Produzida;Q1;2006;BRASIL;BRASIL;Soja;Área Plantada;252
AM;Itacoatiara;Quantidade Produzida;Q1;2006;BRASIL;BRASIL;Soja;Qtde Produzida;377
AM;Madeira;Quantidade Produzida;Q1;2006;BRASIL;BRASIL;Soja;Média de Produtividade (Área Colhida);2,435897436
AM;Madeira;Quantidade Produzida;Q1;2006;BRASIL;BRASIL;Soja;Área Colhida;1950
AM;Madeira;Quantidade Produzida;Q1;2006;BRASIL;BRASIL;Soja;Área Plantada;2000
AM;Madeira;Quantidade Produzida;Q1;2006;BRASIL;BRASIL;Soja;Qtde Produzida;4750
AM;Manaus;Quantidade Produzida;Q1;2006;BRASIL;BRASIL;Soja;Média de Produtividade (Área Colhida);1,833333333
AM;Manaus;Quantidade Produzida;Q1;2006;BRASIL;BRASIL;Soja;Área Colhida;6
AM;Manaus;Quantidade Produzida;Q1;2006;BRASIL;BRASIL;Soja;Área Plantada;6
AM;Manaus;Quantidade Produzida;Q1;2006;BRASIL;BRASIL;Soja;Qtde Produzida;11
BA;Barreiras;Quantidade Produzida;Q3;2006;BRASIL;BRASIL;Soja;Média de Produtividade (Área Colhida);2,28
BA;Barreiras;Quantidade Produzida;Q3;2006;BRASIL;BRASIL;Soja;Área Colhida;725000
BA;Barreiras;Quantidade Produzida;Q3;2006;BRASIL;BRASIL;Soja;Área Plantada;725000
BA;Barreiras;Quantidade Produzida;Q3;2006;BRASIL;BRASIL;Soja;Qtde Produzida;1653000
BA;Bom Jesus da Lapa;Quantidade Produzida;Q1;2006;BRASIL;BRASIL;Soja;Média de Produtividade (Área Colhida);3
BA;Bom Jesus da Lapa;Quantidade Produzida;Q1;2006;BRASIL;BRASIL;Soja;Área Colhida;2600
BA;Bom Jesus da Lapa;Quantidade Produzida;Q1;2006;BRASIL;BRASIL;Soja;Área Plantada;2600
BA;Bom Jesus da Lapa;Quantidade Produzida;Q1;2006;BRASIL;BRASIL;Soja;Qtde Produzida;7800
BA;Cotegipe;Quantidade Produzida;Q1;2006;BRASIL;BRASIL;Soja;Média de Produtividade (Área Colhida);2,28
BA;Cotegipe;Quantidade Produzida;Q1;2006;BRASIL;BRASIL;Soja;Área Colhida;400
BA;Cotegipe;Quantidade Produzida;Q1;2006;BRASIL;BRASIL;Soja;Área Plantada;400
BA;Cotegipe;Quantidade Produzida;Q1;2006;BRASIL;BRASIL;Soja;Qtde Produzida;912
BA;Santa Maria da Vitória;Quantidade Produzida;Q2;2006;BRASIL;BRASIL;Soja;Média de Produtividade (Área Colhida);2,28
BA;Santa Maria da Vitória;Quantidade Produzida;Q2;2006;BRASIL;BRASIL;Soja;Área Colhida;144600
