UF;Microrregião;Variável;Quartel;Ano;Nível;Território;Produto;Nomes de medida;Valores de medida
AC;Brasiléia;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Média de Produtividade (Área Colhida);1,926307190
AC;Brasiléia;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Área Colhida;6120
AC;Brasiléia;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Área Plantada;6120
AC;Brasiléia;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Qtde Produzida;11789
AC;Cruzeiro do Sul;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Média de Produtividade (Área Colhida);1,477889447
AC;Cruzeiro do Sul;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Área Colhida;5970
AC;Cruzeiro do Sul;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Área Plantada;5970
AC;Cruzeiro do Sul;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Qtde Produzida;8823
AC;Rio Branco;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Média de Produtividade (Área Colhida);2,607963446
AC;Rio Branco;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Área Colhida;15320
AC;Rio Branco;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Área Plantada;15320
AC;Rio Branco;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Qtde Produzida;39954
AC;Sena Madureira;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Média de Produtividade (Área Colhida);1,743731003
AC;Sena Madureira;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Área Colhida;5264
AC;Sena Madureira;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Área Plantada;5734
AC;Sena Madureira;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Qtde Produzida;9179
AC;Tarauacá;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Média de Produtividade (Área Colhida);1,713855422
AC;Tarauacá;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Área Colhida;6640
AC;Tarauacá;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Área Plantada;6640
AC;Tarauacá;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Qtde Produzida;11380
AL;Alagoana do Sertão do São Francisco;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Média de Produtividade (Área Colhida);0,514075887
AL;Alagoana do Sertão do São Francisco;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Área Colhida;2451
AL;Alagoana do Sertão do São Francisco;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Área Plantada;4185
AL;Alagoana do Sertão do São Francisco;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Qtde Produzida;1260
AL;Arapiraca;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Média de Produtividade (Área Colhida);0,605491488
AL;Arapiraca;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Área Colhida;9105
AL;Arapiraca;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Área Plantada;9505
AL;Arapiraca;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Qtde Produzida;5513
AL;Batalha;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Média de Produtividade (Área Colhida);0,497360804
AL;Batalha;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Área Colhida;5873
AL;Batalha;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Área Plantada;6690
AL;Batalha;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Qtde Produzida;2921
AL;Litoral Norte Alagoano;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Média de Produtividade (Área Colhida);0,704761905
AL;Litoral Norte Alagoano;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Área Colhida;105
AL;Litoral Norte Alagoano;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Área Plantada;105
AL;Litoral Norte Alagoano;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Qtde Produzida;74
AL;Mata Alagoana;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Média de Produtividade (Área Colhida);0,624605678
AL;Mata Alagoana;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Área Colhida;317
AL;Mata Alagoana;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Área Plantada;320
AL;Mata Alagoana;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Qtde Produzida;198
AL;Palmeira dos Índios;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Média de Produtividade (Área Colhida);0,556338028
AL;Palmeira dos Índios;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Área Colhida;7810
AL;Palmeira dos Índios;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Área Plantada;8490
AL;Palmeira dos Índios;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Qtde Produzida;4345
AL;Penedo;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Média de Produtividade (Área Colhida);0,507692308
AL;Penedo;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Área Colhida;585
AL;Penedo;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Área Plantada;585
AL;Penedo;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Qtde Produzida;297
AL;Santana do Ipanema;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Média de Produtividade (Área Colhida);0,530213352
AL;Santana do Ipanema;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Área Colhida;7265
AL;Santana do Ipanema;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Área Plantada;11177
AL;Santana do Ipanema;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Qtde Produzida;3852
AL;São Miguel dos Campos;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Média de Produtividade (Área Colhida);0,738235294
AL;São Miguel dos Campos;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Área Colhida;340
AL;São Miguel dos Campos;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Área Plantada;340
AL;São Miguel dos Campos;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Qtde Produzida;251
AL;Serrana do Sertão Alagoano;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Média de Produtividade (Área Colhida);0,393692417
AL;Serrana do Sertão Alagoano;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Área Colhida;5644
AL;Serrana do Sertão Alagoano;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Área Plantada;7845
AL;Serrana do Sertão Alagoano;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Qtde Produzida;2222
AL;Serrana dos Quilombos;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Média de Produtividade (Área Colhida);0,653333333
AL;Serrana dos Quilombos;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Área Colhida;450
AL;Serrana dos Quilombos;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Área Plantada;450
AL;Serrana dos Quilombos;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Qtde Produzida;294
AL;Traipu;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Média de Produtividade (Área Colhida);0,636260943
AL;Traipu;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Área Colhida;3541
AL;Traipu;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Área Plantada;3541
AL;Traipu;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Qtde Produzida;2253
AM;Alto Solimões;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Média de Produtividade (Área Colhida);2,5
AM;Alto Solimões;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Área Colhida;1180
AM;Alto Solimões;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Área Plantada;1180
AM;Alto Solimões;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Qtde Produzida;2950
AM;Boca do Acre;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Média de Produtividade (Área Colhida);2,5
AM;Boca do Acre;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Área Colhida;680
AM;Boca do Acre;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Área Plantada;680
AM;Boca do Acre;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Qtde Produzida;1700
AM;Coari;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Média de Produtividade (Área Colhida);2,5
AM;Coari;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Área Colhida;1140
AM;Coari;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Área Plantada;1140
AM;Coari;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Qtde Produzida;2850
AM;Itacoatiara;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Média de Produtividade (Área Colhida);2,5
AM;Itacoatiara;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Área Colhida;960
AM;Itacoatiara;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Área Plantada;960
AM;Itacoatiara;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Qtde Produzida;2400
AM;Japurá;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Média de Produtividade (Área Colhida);2,5
AM;Japurá;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Área Colhida;120
AM;Japurá;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Área Plantada;120
AM;Japurá;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Qtde Produzida;300
AM;Juruá;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Média de Produtividade (Área Colhida);2,5
AM;Juruá;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Área Colhida;1980
AM;Juruá;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Área Plantada;1980
AM;Juruá;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Qtde Produzida;4950
AM;Madeira;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Média de Produtividade (Área Colhida);2,5
AM;Madeira;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Área Colhida;3160
AM;Madeira;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Área Plantada;3160
AM;Madeira;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Qtde Produzida;7900
AM;Manaus;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Média de Produtividade (Área Colhida);2,5
AM;Manaus;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Área Colhida;2120
AM;Manaus;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Área Plantada;2120
AM;Manaus;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Qtde Produzida;5300
AM;Parintins;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Média de Produtividade (Área Colhida);2,5
AM;Parintins;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Área Colhida;1120
AM;Parintins;Quantidade Produzida;Q1;2010;BRASIL;BRASIL;Milho;Área Plantada;1120
