UF;Microrregião;Variável;Quartel;Ano;Nível;Território;Produto;Nomes de medida;Valores de medida
AC;Brasiléia;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Média de Produtividade (Área Colhida);45,333333333
AC;Brasiléia;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Área Colhida;75
AC;Brasiléia;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Área Plantada;75
AC;Brasiléia;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Qtde Produzida;3400
AC;Cruzeiro do Sul;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Média de Produtividade (Área Colhida);40
AC;Cruzeiro do Sul;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Área Colhida;126
AC;Cruzeiro do Sul;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Área Plantada;226
AC;Cruzeiro do Sul;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Qtde Produzida;5040
AC;Rio Branco;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Média de Produtividade (Área Colhida);70,849902534
AC;Rio Branco;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Área Colhida;2565
AC;Rio Branco;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Área Plantada;2565
AC;Rio Branco;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Qtde Produzida;181730
AC;Sena Madureira;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Média de Produtividade (Área Colhida);40
AC;Sena Madureira;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Área Colhida;60
AC;Sena Madureira;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Área Plantada;84
AC;Sena Madureira;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Qtde Produzida;2400
AC;Tarauacá;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Média de Produtividade (Área Colhida);50
AC;Tarauacá;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Área Colhida;136
AC;Tarauacá;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Área Plantada;136
AC;Tarauacá;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Qtde Produzida;6800
AL;Arapiraca;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Média de Produtividade (Área Colhida);61,515994882
AL;Arapiraca;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Área Colhida;12504
AL;Arapiraca;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Área Plantada;12504
AL;Arapiraca;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Qtde Produzida;769196
AL;Litoral Norte Alagoano;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Média de Produtividade (Área Colhida);62,496201926
AL;Litoral Norte Alagoano;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Área Colhida;16719
AL;Litoral Norte Alagoano;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Área Plantada;16719
AL;Litoral Norte Alagoano;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Qtde Produzida;1044874
AL;Maceió;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Média de Produtividade (Área Colhida);65,535931660
AL;Maceió;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Área Colhida;56190
AL;Maceió;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Área Plantada;56190
AL;Maceió;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Qtde Produzida;3682464
AL;Mata Alagoana;Quantidade Produzida;Q2;2012;BRASIL;BRASIL;Cana-de-Açúcar;Média de Produtividade (Área Colhida);61,576671765
AL;Mata Alagoana;Quantidade Produzida;Q2;2012;BRASIL;BRASIL;Cana-de-Açúcar;Área Colhida;120292
AL;Mata Alagoana;Quantidade Produzida;Q2;2012;BRASIL;BRASIL;Cana-de-Açúcar;Área Plantada;120292
AL;Mata Alagoana;Quantidade Produzida;Q2;2012;BRASIL;BRASIL;Cana-de-Açúcar;Qtde Produzida;7407181
AL;Palmeira dos Índios;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Média de Produtividade (Área Colhida);57,096114519
AL;Palmeira dos Índios;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Área Colhida;489
AL;Palmeira dos Índios;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Área Plantada;489
AL;Palmeira dos Índios;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Qtde Produzida;27920
AL;Penedo;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Média de Produtividade (Área Colhida);64,934632788
AL;Penedo;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Área Colhida;28730
AL;Penedo;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Área Plantada;28730
AL;Penedo;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Qtde Produzida;1865572
AL;São Miguel dos Campos;Quantidade Produzida;Q3;2012;BRASIL;BRASIL;Cana-de-Açúcar;Média de Produtividade (Área Colhida);65,304090451
AL;São Miguel dos Campos;Quantidade Produzida;Q3;2012;BRASIL;BRASIL;Cana-de-Açúcar;Área Colhida;170788
AL;São Miguel dos Campos;Quantidade Produzida;Q3;2012;BRASIL;BRASIL;Cana-de-Açúcar;Área Plantada;170788
AL;São Miguel dos Campos;Quantidade Produzida;Q3;2012;BRASIL;BRASIL;Cana-de-Açúcar;Qtde Produzida;11153155
AL;Serrana do Sertão Alagoano;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Média de Produtividade (Área Colhida);45
AL;Serrana do Sertão Alagoano;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Área Colhida;88
AL;Serrana do Sertão Alagoano;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Área Plantada;88
AL;Serrana do Sertão Alagoano;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Qtde Produzida;3960
AL;Serrana dos Quilombos;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Média de Produtividade (Área Colhida);62,550254545
AL;Serrana dos Quilombos;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Área Colhida;27500
AL;Serrana dos Quilombos;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Área Plantada;27500
AL;Serrana dos Quilombos;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Qtde Produzida;1720132
AM;Alto Solimões;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Média de Produtividade (Área Colhida);48
AM;Alto Solimões;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Área Colhida;70
AM;Alto Solimões;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Área Plantada;75
AM;Alto Solimões;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Qtde Produzida;3360
AM;Boca do Acre;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Média de Produtividade (Área Colhida);49,375
AM;Boca do Acre;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Área Colhida;40
AM;Boca do Acre;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Área Plantada;40
AM;Boca do Acre;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Qtde Produzida;1975
AM;Coari;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Média de Produtividade (Área Colhida);45
AM;Coari;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Área Colhida;29
AM;Coari;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Área Plantada;31
AM;Coari;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Qtde Produzida;1305
AM;Itacoatiara;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Média de Produtividade (Área Colhida);50
AM;Itacoatiara;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Área Colhida;5
AM;Itacoatiara;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Área Plantada;5
AM;Itacoatiara;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Qtde Produzida;250
AM;Japurá;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Média de Produtividade (Área Colhida);50
AM;Japurá;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Área Colhida;3
AM;Japurá;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Área Plantada;4
AM;Japurá;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Qtde Produzida;150
AM;Juruá;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Média de Produtividade (Área Colhida);36,110344828
AM;Juruá;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Área Colhida;145
AM;Juruá;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Área Plantada;294
AM;Juruá;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Qtde Produzida;5236
AM;Madeira;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Média de Produtividade (Área Colhida);56,172839506
AM;Madeira;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Área Colhida;81
AM;Madeira;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Área Plantada;85
AM;Madeira;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Qtde Produzida;4550
AM;Manaus;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Média de Produtividade (Área Colhida);50
AM;Manaus;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Área Colhida;8
AM;Manaus;Quantidade Produzida;Q1;2012;BRASIL;BRASIL;Cana-de-Açúcar;Área Plantada;10
