UF;Microrregião;Variável;Quartel;Ano;Nível;Território;Produto;Nomes de medida;Valores de medida
AC;Brasiléia;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Média de Produtividade (Área Colhida);31,476923077
AC;Brasiléia;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Área Colhida;65
AC;Brasiléia;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Área Plantada;65
AC;Brasiléia;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Qtde Produzida;2046
AC;Cruzeiro do Sul;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Média de Produtividade (Área Colhida);33,032786885
AC;Cruzeiro do Sul;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Área Colhida;122
AC;Cruzeiro do Sul;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Área Plantada;127
AC;Cruzeiro do Sul;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Qtde Produzida;4030
AC;Rio Branco;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Média de Produtividade (Área Colhida);58,152542373
AC;Rio Branco;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Área Colhida;3186
AC;Rio Branco;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Área Plantada;3186
AC;Rio Branco;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Qtde Produzida;185274
AC;Sena Madureira;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Média de Produtividade (Área Colhida);30,724637681
AC;Sena Madureira;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Área Colhida;69
AC;Sena Madureira;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Área Plantada;69
AC;Sena Madureira;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Qtde Produzida;2120
AC;Tarauacá;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Média de Produtividade (Área Colhida);31
AC;Tarauacá;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Área Colhida;126
AC;Tarauacá;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Área Plantada;126
AC;Tarauacá;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Qtde Produzida;3906
AL;Arapiraca;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Média de Produtividade (Área Colhida);56,703853109
AL;Arapiraca;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Área Colhida;7189
AL;Arapiraca;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Área Plantada;7189
AL;Arapiraca;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Qtde Produzida;407644
AL;Litoral Norte Alagoano;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Média de Produtividade (Área Colhida);73,543422733
AL;Litoral Norte Alagoano;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Área Colhida;4698
AL;Litoral Norte Alagoano;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Área Plantada;4698
AL;Litoral Norte Alagoano;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Qtde Produzida;345507
AL;Maceió;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Média de Produtividade (Área Colhida);72,385837958
AL;Maceió;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Área Colhida;45050
AL;Maceió;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Área Plantada;45050
AL;Maceió;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Qtde Produzida;3260982
AL;Mata Alagoana;Quantidade Produzida;Q2;2015;BRASIL;BRASIL;Cana-de-Açúcar;Média de Produtividade (Área Colhida);68,580065514
AL;Mata Alagoana;Quantidade Produzida;Q2;2015;BRASIL;BRASIL;Cana-de-Açúcar;Área Colhida;84868
AL;Mata Alagoana;Quantidade Produzida;Q2;2015;BRASIL;BRASIL;Cana-de-Açúcar;Área Plantada;84868
AL;Mata Alagoana;Quantidade Produzida;Q2;2015;BRASIL;BRASIL;Cana-de-Açúcar;Qtde Produzida;5820253
AL;Palmeira dos Índios;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Média de Produtividade (Área Colhida);58,086538462
AL;Palmeira dos Índios;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Área Colhida;104
AL;Palmeira dos Índios;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Área Plantada;104
AL;Palmeira dos Índios;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Qtde Produzida;6041
AL;Penedo;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Média de Produtividade (Área Colhida);64,406884749
AL;Penedo;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Área Colhida;35644
AL;Penedo;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Área Plantada;35644
AL;Penedo;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Qtde Produzida;2295719
AL;São Miguel dos Campos;Quantidade Produzida;Q2;2015;BRASIL;BRASIL;Cana-de-Açúcar;Média de Produtividade (Área Colhida);65,129955641
AL;São Miguel dos Campos;Quantidade Produzida;Q2;2015;BRASIL;BRASIL;Cana-de-Açúcar;Área Colhida;107983
AL;São Miguel dos Campos;Quantidade Produzida;Q2;2015;BRASIL;BRASIL;Cana-de-Açúcar;Área Plantada;107983
AL;São Miguel dos Campos;Quantidade Produzida;Q2;2015;BRASIL;BRASIL;Cana-de-Açúcar;Qtde Produzida;7032928
AL;Serrana do Sertão Alagoano;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Média de Produtividade (Área Colhida);44,537634409
AL;Serrana do Sertão Alagoano;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Área Colhida;93
AL;Serrana do Sertão Alagoano;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Área Plantada;93
AL;Serrana do Sertão Alagoano;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Qtde Produzida;4142
AL;Serrana dos Quilombos;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Média de Produtividade (Área Colhida);68,875407785
AL;Serrana dos Quilombos;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Área Colhida;22377
AL;Serrana dos Quilombos;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Área Plantada;22377
AL;Serrana dos Quilombos;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Qtde Produzida;1541225
AM;Alto Solimões;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Média de Produtividade (Área Colhida);46,265306122
AM;Alto Solimões;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Área Colhida;49
AM;Alto Solimões;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Área Plantada;99
AM;Alto Solimões;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Qtde Produzida;2267
AM;Boca do Acre;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Média de Produtividade (Área Colhida);55
AM;Boca do Acre;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Área Colhida;42
AM;Boca do Acre;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Área Plantada;42
AM;Boca do Acre;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Qtde Produzida;2310
AM;Japurá;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Média de Produtividade (Área Colhida);50,666666667
AM;Japurá;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Área Colhida;3
AM;Japurá;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Área Plantada;3
AM;Japurá;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Qtde Produzida;152
AM;Juruá;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Média de Produtividade (Área Colhida);45,781021898
AM;Juruá;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Área Colhida;137
AM;Juruá;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Área Plantada;137
AM;Juruá;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Qtde Produzida;6272
AM;Madeira;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Média de Produtividade (Área Colhida);49,583333333
AM;Madeira;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Área Colhida;12
AM;Madeira;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Área Plantada;12
AM;Madeira;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Qtde Produzida;595
AM;Parintins;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Média de Produtividade (Área Colhida);47,666666667
AM;Parintins;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Área Colhida;60
AM;Parintins;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Área Plantada;62
AM;Parintins;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Qtde Produzida;2860
AM;Rio Preto da Eva;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Média de Produtividade (Área Colhida);62,879941860
AM;Rio Preto da Eva;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Área Colhida;3440
AM;Rio Preto da Eva;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Área Plantada;3440
AM;Rio Preto da Eva;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Qtde Produzida;216307
AM;Tefé;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Média de Produtividade (Área Colhida);49,272727273
AM;Tefé;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Área Colhida;33
AM;Tefé;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Área Plantada;33
AM;Tefé;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Qtde Produzida;1626
AP;Macapá;Quantidade Produzida;Q1;2015;BRASIL;BRASIL;Cana-de-Açúcar;Média de Produtividade (Área Colhida);33,185185185
